id,category1,category2,question,a,b,c,answer,explanation,active
2823,サステナビリティ・ESG,ESG経営,ESG経営を社内に浸透させる行動はどれか,経営層だけが理解する,社員に教育や研修を行う,担当者だけに任せる,B,ESG経営は、経営層だけでなく全社員がその意義を理解し、日々の業務の中で実践することで初めて効果が発揮されます。経営層だけが理解していても現場には浸透せず、また特定の担当者に任せきりにしてしまうと組織全体の行動にはつながらず形骸化します。そのため、社員に教育や研修を行い、全社的にESG経営の考え方を浸透させることが重要です。,TRUE
2824,サステナビリティ・ESG,脱炭素,企業が脱炭素に取り組む具体的な方法として適切なものはどれか？,再生可能エネルギーの導入や省エネ投資,古い設備をそのまま使い続ける,排出量を把握しない,A,企業が脱炭素に取り組むには、再生可能エネルギーの導入や省エネ投資、排出量の見える化といった具体的な取り組みが求められます。古い設備をそのまま使い続けるとエネルギー効率が悪く排出量がかえって増えてしまい、また排出量そのものを把握していなければ改善のしようがありません。したがって、再生可能エネルギーの導入や省エネ投資を進めることが適切な取り組みといえます。,TRUE
2825,組織・マネジメント,1on1,1on1で上司が取るべき行動はどれか,自分の話ばかりする,業務指示だけで終える,相手の話を聴き課題や感情を引き出す,C,1on1は上司が一方的に話す場ではなく、部下の話をじっくり聴き、課題や感情を引き出すことを目的とした対話の場です。上司ばかりが話してしまうと部下は本音を話しにくくなり1on1本来の目的が果たせなくなりますし、業務指示だけで終えてしまうと通常の業務連絡と変わらず、信頼関係の構築や部下の成長支援にはつながりません。だからこそ、上司には相手の話に耳を傾け、課題や感情を引き出す姿勢が求められます。,TRUE
2826,社会保険,介護保険,介護保険の目的はどれか？,介護が必要になったときの費用を支援する,趣味を支援する,旅行を支援する,A,介護保険は40歳以上の人が加入し、要介護・要支援状態になった際の介護費用の負担を軽減することを目的とした制度です。趣味や旅行を支援するための制度ではなく、あくまで介護が必要になったときの費用を支援することを目的としています。,TRUE
2827,サステナビリティ・ESG,CSR,CSR活動の信頼性を高める行動はどれか,実態と異なる情報を発信する,批判を無視する,透明性のある情報開示を行う,C,CSR活動の信頼性を高めるためには、実態に即した透明性のある情報開示を行うことが基本です。実態と異なる情報を発信すると、後に発覚した際の信頼失墜や炎上のリスクが大きくなり、また批判を無視する対応は不信感を招き、企業イメージの悪化につながります。そのため、正確な情報を開示し、誠実に対応する姿勢がステークホルダーからの信頼を高めます。,TRUE
2828,サステナビリティ・ESG,ESG経営,ESGの3つの要素として正しい組み合わせはどれか？,環境・スポーツ・ゲーム,環境・社会・ガバナンス,経済・スポーツ・芸術,B,ESGとは、Environment（環境）・Social（社会）・Governance（ガバナンス）という3つの観点を重視する経営のあり方を指す言葉であり、企業が持続的に成長していくためには、環境への配慮、社会的責任、そして健全な企業統治をバランスよく実践することが求められます。スポーツやゲーム、経済や芸術はいずれも重要な分野ではあるものの、ESGを構成する要素ではなく、環境・社会・ガバナンスの3つを重視する経営こそがESGの正しい定義といえます。,TRUE
2829,顧客理解・マーケティング,顧客満足,顧客満足を高めるために重要なことはどれか？,期待を理解し価値を提供する,顧客の声を無視する,価格を上げれば満足する,A,顧客満足を高めるためには、顧客の期待を理解し、それを超える価値を提供することが重要です。顧客の声を無視すれば不満が蓄積してしまいますし、単に価格を上げるだけでは満足度が高まることはありません。顧客の期待に応え、それを上回る価値を届ける姿勢こそが満足度向上につながります。,TRUE
2830,法務・コンプライアンス,コンプライアンス総論,コンプライアンスを守るために日常的に必要な行動はどれか,問題が起きるまで放置する,社内ルールや法令を確認し遵守する,自分の判断だけで例外を作る,B,コンプライアンスを守るためには、社内ルールや関連法令を日常的に確認し、それを遵守することが基本となります。問題が起きるまで放置していると重大な事故や不祥事につながりかねず、また自分の判断だけで例外を作ってしまうこともリスクを高める要因になります。したがって、日頃からルールや法令を確認し、遵守する姿勢が求められます。,TRUE
2831,経営・戦略,SWOT分析,SWOT分析を行う意義として最も適切なものはどれか？,なんとなくかっこいい資料を作るため,自社の強み・弱みと外部の機会・脅威を整理し戦略に活かすため,競合他社の悪口を書くため,B,SWOT分析は、自社の内部要因である強み（Strength）・弱み（Weakness）と、外部環境の機会（Opportunity）・脅威（Threat）を整理し、どこで戦うべきか、何を改善すべきかを検討するための基本的なフレームワークです。単に見た目のよい資料を作るためのものではなく、また競合他社を批判するためのものでもありません。内部要因と外部要因を客観的に洗い出し、それらを踏まえて戦略に活かすことにこそ、SWOT分析を行う意義があります。,TRUE
2832,読解力・思考力,文章理解・要約力,要約で避けるべき行動はどれか,文章の構造を把握する,重要度の低い情報を削る,自分の解釈を盛り込む,C,要約は客観的に行う必要があり、自分の解釈や意見を盛り込むと、書き手の意図から外れた誤読につながる。文章の構造を正しく把握することや、重要度の低い情報を削ることは要約作業に欠かせない基本的な作業であり、むしろ積極的に行うべき行動である。,TRUE
2833,顧客理解・マーケティング,顧客ニーズ分析,顧客ニーズを把握する際に重要な姿勢はどれか？,自分の思い込みだけで判断する,一部の顧客の意見だけを絶対視する,顧客の声やデータをもとに事実を確認する,C,顧客ニーズを把握する際には、顧客インタビューやデータ分析など、事実に基づいて理解する姿勢が最も重要です。自分の思い込みだけで判断すると誤った判断につながり、顧客不満や失敗の原因になりますし、一部の顧客の意見だけを絶対視してしまうと判断が偏り、全体像を見誤るリスクがあります。したがって、顧客の声やデータをもとに事実を確認しながらニーズを捉えることが求められます。,TRUE
2834,コミュニケーション・ビジネススキル,ファシリテーション,参加者の意見を引き出すために有効なのはどれか,一部の人だけに発言させるB,発言しやすい雰囲気を作るC,自分の意見を先に強く主張する,B,発言しやすい雰囲気、すなわち心理的安全性がないと、参加者は本音を言いにくくなり意見が出てこない。一部の人だけに発言させると意見が偏り、多様な視点が失われる。自分の意見を先に強く主張すると、他の参加者が萎縮し発言しにくくなるため、ファシリテーターはまず参加者が安心して話せる場作りを心がける必要がある。,TRUE
2835,読解力・思考力,課題分解,次の分解方法として最も妥当なのはどれか,目的に沿って要素を分ける,思いついた順に並べる,感覚で分類する,A,目的に沿った分解が本質的な課題を明確にする。思いついた順に並べたり感覚だけで分類したりすると、要素の粒度や優先順位がばらばらになり、本当に解決すべき課題を見落とす恐れがある。目的を起点に要素を整理することで、限られたリソースを重要な課題に集中させやすくなる。,TRUE
2836,情報管理・セキュリティ,個人情報保護,個人情報の取り扱いとして最も適切なのはどれか,業務に必要な範囲でのみ利用する,社内なら誰にでも共有してよい,外部サービスに自由にアップロードする,A,個人情報の取り扱いにおいては、個人情報保護法の原則である“利用目的の限定”に沿って、業務に必要な範囲でのみ利用することが正しい対応です。社内であっても権限管理は必要であり、誰にでも無制限に共有することは危険ですし、外部サービスへの無断アップロードは重大な法令違反につながります。したがって、業務上必要な範囲に限定して利用することが求められます。,TRUE
2837,会計・財務・税務,収益性・安全性分析,収益性・安全性分析を無視した場合に起こりうるリスクはどれか？,利益は出ていても財務的に不安定な状態に気づけない,企業の健全性を正しく把握できる,倒産リスクが自動的に減る,A,収益性・安全性分析を怠ると、収益性だけでなく安全性も見ないため、利益が出ていても負債過多などで倒産リスクが高い状態を見逃す可能性があります。分析をしないままでは企業の健全性を正しく把握することは難しく、それによってリスクが自動的に減ることはなく、むしろ増える可能性があります。,TRUE
2838,データ分析・活用,データ可視化,データ可視化の主な目的として最も適切なのはどれか,グラフをおしゃれに見せること,重要な傾向や違いを直感的に理解しやすくすること,数字を隠して印象だけで伝えること,B,データ可視化の主な目的は、グラフや図表によって重要な傾向や違い、関係性を直感的に理解しやすくすることにあります。グラフをおしゃれに見せることだけに注目するのは、意思決定に必要な情報提供という本来の役割を軽視することになりますし、数字を隠して印象だけで伝えようとする行為は、誤解やミスリードを生む危険な使い方です。,TRUE
2839,リスク管理・危機対応,リスク管理,リスク管理の目的として最も適切なものはどれか？,すべてのリスクをゼロにすること,重要なリスクを把握し事前に備えること,問題が起きてから考えること,B,リスク管理の目的は、すべてのリスクを完全にゼロにすることではなく、発生可能性と影響度を踏まえて重要なリスクを特定し、事前に対策を講じておくことにあります。リスクをゼロにすることは現実的ではなくコストも過大になりますし、問題が起きてから考える姿勢では被害が拡大しやすく、危機対応が後手に回ります。そのため、重要なリスクを把握し事前に備えておくことが最も適切な対応といえます。,TRUE
2840,顧客理解・マーケティング,市場調査,市場調査を怠った場合に起こりやすいリスクはどれか？,市場の変化に気づけず競争力を失う,競争優位が自然に高まる,顧客が自動的に増える,A,市場調査を怠ると、市場の変化を見逃してしまい、ニーズのズレや競合優位の喪失につながります。調査なしで競争優位が自然に高まることはなく、また顧客も自動的には増えず、市場や顧客への理解と対応が必要です。したがって、市場調査を怠ることは、市場の変化に気づけず競争力を失うリスクを高めることになります。,TRUE
2841,税金・年末調整,扶養控除,扶養控除を正しく理解するメリットはどれか？,適切な税額で手取りが安定する,税金がゼロになる,会社の利益が増える,A,扶養控除の要件を正しく理解して申告することで、適切な税額となり手取りが安定するというメリットがあります。控除を受けたからといって所得税や住民税が必ずしもゼロになるとは限らず、また扶養控除の理解はあくまで個人の税額に関するものであり、会社の利益とは無関係です。,TRUE
2842,法務・コンプライアンス,会社法,取締役の義務に関わる行動として適切なのはどれか,会社の利益より個人の利益を優先する,会社の利益を最優先に行動する,責任を回避する,B,取締役には会社に対する忠実義務があり、会社の利益を最優先して行動する必要があります。個人の利益を優先する行為は利益相反にあたり会社法上問題となる可能性がありますし、取締役は善管注意義務も負っているため、責任を回避するような姿勢は認められません。,TRUE
2843,業務改善・品質管理,マニュアル整備,マニュアル更新時の行動はどれか,古いまま放置する,担当者だけに任せる,現場の変化に合わせて更新する,C,マニュアルは、現場の変化に合わせて更新することで、正しい運用や業務品質の維持につながります。古いマニュアルをそのまま放置すると実態と手順が乖離し、誤操作や事故の原因になりかねませんし、更新作業を特定の担当者だけに任せきりにしてしまうと内容が属人化し、更新漏れや周知不足が起こりやすくなります。そのため、現場の変化を反映しながら組織的にマニュアルを更新していく姿勢が求められます。,TRUE
2844,サステナビリティ・ESG,人権,人権尊重のために職場で必要な行動はどれか,差別的な発言を許容する,不平等を放置する,相手の背景や価値観を尊重して接する,C,人権尊重のために職場でまず求められるのは、相手の背景や価値観を尊重して接する姿勢であり、これが人権配慮の基本となります。差別的な発言を許容することは重大な問題であり、また不平等を放置することは組織の信頼を損なう結果につながります。そのため、日頃から相手の立場を尊重する態度を持つことが大切です。,TRUE
2845,勤怠管理,フレックスタイム制,勤務時間を調整する際の行動はどれか,上司に相談せず調整する,勝手に遅刻扱いにする,業務に支障がないよう事前に相談する,C,勤務時間を調整する際は、業務への影響を踏まえて事前に上司へ相談することが基本です。上司に相談せずに勝手に調整してしまうと、業務に支障が出たり周囲との認識にずれが生じたりする可能性があるため望ましくありません。また、事情を確認しないまま一方的に遅刻扱いにすることも、不当な評価やトラブルの原因になり得ます。したがって、業務に支障が出ないよう事前に相談することが適切な対応といえます。,TRUE
2846,組織・マネジメント,組織風土,組織風土を放置した場合のリスクはどれか？,不正・ハラスメント・離職などが増えやすくなる,自動的に良い風土になる,短期的な成果が必ず続く,A,組織風土を放置し、変えようとする意識的な取り組みを行わないと、不正やハラスメントといった問題行動が常態化し、優秀な人材が離職していくリスクが高まります。風土は何もしなくても自然に良くなるものではなく、継続的な働きかけがあって初めて改善されるものであり、また一時的に短期的な成果が出たとしても、風土そのものが悪ければ長期的には組織が崩れやすくなります。,TRUE
2847,キャリア・自己管理,キャリア,周囲が次々と転職している状況での望ましい考え方はどれか,自分も同じように転職すべきだと考える,転職は絶対にしてはいけないと決めつける,自分の状況・価値観・市場を踏まえて冷静に判断する,C,周囲が次々と転職している状況では、その動きに影響されすぎず、自分の状況・価値観・スキル・市場環境を踏まえて冷静に判断することが、主体的なキャリア形成につながります。周囲に流される形で転職を決めてしまうと、ミスマッチや後悔のリスクが高まりますし、逆に転職を一律に否定してしまうことも、環境を変えることで成長できる可能性を自ら閉ざしてしまう考え方であり、いずれも望ましいとはいえません。,TRUE
2848,税金・年末調整,扶養控除,扶養控除の対象となるのはどれか？,一定の所得以下の家族,友人,職場の同僚,A,扶養控除の対象となるのは、一定の所得要件を満たす家族であり、友人や職場の同僚はいくら生活の面倒を見ていたとしても対象にはなりません。,TRUE
2849,IT・デジタル,IT用語,「アカウント」という言葉の意味として最も適切なのはどれか,パソコン本体のこと,サービスを利用するための“利用者情報”や“ログイン情報”,インターネット回線の速度のこと,B,「アカウント」とは、サービスを利用するための利用者情報やログイン情報を指す言葉であり、パソコン本体やインターネット回線の速度とは異なる概念です。パソコン本体と混同してしまうと機器とサービスの区別がつかなくなり、回線速度と誤解してしまうとトラブル発生時に原因の切り分けができず適切な対応が取れなくなります。こうした正しい理解が欠けていると、他人のアカウントを共有したり、退職後もアカウントを使い続けたりするなど、情報漏えいのリスクにもつながりかねません。,TRUE
2850,勤怠管理,管理職の勤怠確認責任,管理職が勤怠管理を怠った場合に起こりうるリスクはどれか？,部下の長時間労働や法令違反につながる,税金が減る,給付が増える,A,管理職が勤怠を確認しないでいると、部下の長時間労働や未払い残業が発生し、企業として法令違反となる重大なリスクを招きます。勤怠管理は税金の増減とは無関係であり、また給付が増えるといったこともありません。,TRUE
2851,労務・雇用,ハラスメント,ハラスメントを放置した場合に起こりうるリスクはどれか？,メンタル不調・退職・訴訟など重大な問題につながる,職場の雰囲気が必ず良くなる,会社の評価が自動的に上がる,A,ハラスメントを放置すると、被害者のメンタル不調・休職・退職・労災認定・訴訟など、組織にとって極めて大きなリスクにつながります。放置したからといって職場の雰囲気が良くなることはなく、むしろ恐怖や不信感が広がっていき、会社の評価も下がって採用や取引にも悪影響を及ぼしかねません。,TRUE
2852,情報管理・セキュリティ,パスワード・認証管理,安全なパスワードの特徴として最も適切なのはどれか,誕生日など覚えやすい情報を使う,長く複雑で推測されにくいものにする,短くて入力しやすいものにする,B,安全なパスワードとは、推測されにくいよう長く複雑にしたものを指します。誕生日など覚えやすい情報を使うと第三者に推測されやすく危険であり、また短くて入力しやすいパスワードは総当たり攻撃に弱く、セキュリティ上不適切です。,TRUE
2853,勤怠管理,労働時間の基本,労働時間の理解不足が招くリスクはどれか？,未払い残業や過労の発生,税金が免除される,会社の利益が増える,A,労働時間についての理解が不足していると、未払い残業や過労の発生につながります。税金の増減とは関係がなく、また会社の利益が増えるとも限らず、むしろ法令違反のリスクが高まります。,TRUE
2854,リスク管理・危機対応,事故・トラブル対応,事故が発生した直後に最も適切な行動はどれか,原因追及をすぐ始める,誰の責任かを探す,被害拡大を防ぐため安全確保を優先する,C,事故が発生した直後にまず優先すべきは、被害の拡大を防ぐための安全確保です。原因の追及は安全確保の後に行うべきものであり、また誰の責任かを探すことは初動対応を遅らせてしまうため、最初の段階では適切ではありません。,TRUE
2855,会計・財務・税務,投資判断,投資判断を感覚だけで行った場合に起こりうるリスクはどれか？,採算の取れない投資が増える,必ず高い利益が出る,企業価値が自然に高まる,A,投資判断をデータやシミュレーションに基づかず感覚だけで行うと、回収不能な投資や過大投資が増え、損失や資金繰りの悪化につながります。感覚だけの判断で必ず高い利益が出る保証はなく、無計画な投資によって企業価値が自然に高まることもなく、むしろ低下する可能性があります。,TRUE
2856,読解力・思考力,課題分解,課題を分解する際に有効なのはどれか,感覚で分類する,目的に沿って構造化する,思いついた順に並べる,B,課題を分解する際は、目的に沿って構造化することが有効であり、これによって根本原因や優先順位が明確になり、対策を立てやすくなります。感覚だけで分類してしまうと重要な要素を見落としたり、担当者によって分類基準がばらついたりする恐れがあり、また思いついた順に並べるだけでは課題同士の関連性や優先度が整理されず、対応が場当たり的になりがちです。,TRUE
2857,勤怠管理,36協定と残業上限,36協定がない場合どうなるか？,残業させてはいけない,残業し放題になる,税金が減る,A,36協定を締結していない場合、法律上は時間外労働をさせることが原則できません。協定を結んだからといって上限のない残業が認められるわけではなく、時間外労働には上限規制が設けられています。なお、36協定の有無は税金の増減とは無関係です。,TRUE
2858,勤怠管理,テレワーク時の勤怠管理,テレワーク中の休憩管理で必要な行動はどれか,休憩を取らない,休憩取得時に正しく記録する,仕事しながら休憩扱いにする,B,テレワーク中も休憩を取得した際は、開始・終了時刻などを正しく記録し、実態に合った勤怠管理を行う必要があります。休憩を取らずに働き続けると、健康被害や集中力低下、長時間労働につながる恐れがあり、また実際には仕事をしながら休憩扱いにすることは労働時間の虚偽記載にあたり、未払い賃金などのトラブルの原因になります。,TRUE
2859,勤怠管理,遅刻・早退・欠勤,早退が必要なときの行動はどれか,勝手に帰る,黙って帰る,上司に相談し許可を得る,C,早退が必要なときは、事前または速やかに上司へ理由を伝えて許可を得るのが基本です。勝手に帰ってしまうと業務に支障が出るだけでなく、無断欠勤・無断早退として処分の対象になり得ますし、黙って帰ることも周囲に混乱を招き、緊急時の対応や引き継ぎができなくなる点で問題があります。,TRUE
2860,組織・マネジメント,権限委譲,権限委譲を行わない場合のリスクはどれか？,上司に仕事が集中し意思決定が遅くなる,自動的に品質が上がる,部下の成長が加速する,A,権限委譲を行わず何でも上司が決めてしまうと、仕事が上司に集中して滞り、組織の意思決定のスピードが落ちてしまいます。上司だけが判断しても品質が自動的に上がるとは限らず、また部下に権限がなければ責任ある経験を積む機会も得られず、成長はむしろ遅くなってしまいます。,TRUE
2861,法務・コンプライアンス,知的財産権,知的財産権に含まれるものとして最も適切なものはどれか？,特許権・商標権・意匠権など,現金・不動産,従業員の私物,A,知的財産権には、技術・ブランド・デザインなどを保護する特許権・商標権・意匠権などが含まれます。現金や不動産は物的財産であり知的財産権とは別のものであり、また従業員の私物も個人の所有物であって知的財産権とは異なります。,TRUE
2862,税金・年末調整,源泉徴収,源泉徴収を理解しない場合のリスクはどれか？,年末調整での還付・追徴の仕組みが分からない,税金が免除される,会社が代わりに全額負担してくれる,A,源泉徴収の仕組みを理解していないと、年末調整でなぜ還付や追加徴収が発生するのかが分からなくなります。理解不足によって税金が免除されることはなく、また所得税はあくまで個人が負担するものであり、会社が代わりに全額負担してくれるわけでもありません。,TRUE
2863,グローバル・ダイバーシティ,外国人雇用,外国人雇用を定着させるために必要な行動はどれか,サポート体制を整えない,相談しやすい環境や制度を整える,外国人だけに責任を負わせる,B,外国人雇用を定着させるためには、悩みや困りごとを相談しやすい環境や、生活・業務面のサポート制度を整えることが重要です。サポート体制を整えないままでいると、言語や文化の違いから孤立し早期離職につながりやすくなり、また外国人だけに責任を負わせるような運用は不公平感を生み、信頼関係やチームワークを損ないます。,TRUE
2864,リスク管理・危機対応,リスク管理,リスクを洗い出す際に重要な視点はどれか？,自分の部署だけを見る,過去の成功事例だけを見る,組織全体やステークホルダーへの影響を考える,C,リスクを洗い出す際は、自分の部署だけに目を向けるのではなく、顧客・取引先・従業員・社会など、組織全体や広いステークホルダーへの影響を考えることが重要です。自部署だけに視野を限定すると、全体に影響する重大なリスクを見落としてしまいますし、過去の成功事例だけを見ていても、そこには失敗やトラブルの芽は表れないため気づくことができません。こうした偏った視点を避け、幅広い関係者への影響を意識して検討することで、重大なリスクを見逃しにくくなります。,TRUE
2865,プロジェクト管理,進捗管理,進捗が遅れているときに最も適切な行動はどれか,報告せずに自分だけで何とかしようとする,早めに遅れを共有し、優先順位やリソースの見直しを相談する,誰かに押し付けてしまう,B,進捗が遅れているときは、早めにその事実を共有し、優先順位やリソースの見直しをチームに相談することが最も適切な行動です。報告せずに自分だけで何とかしようと抱え込むと、対応が手遅れになり影響が大きくなってしまいますし、遅れを誰かに押し付けてしまうと、信頼関係を損ないチームの雰囲気を悪化させることにもつながります。問題が小さいうちに周囲を巻き込み、チームとしてリカバリを図ることが大切です。,TRUE
2866,心理・行動,行動経済学,行動経済学の知識を無視した場合のリスクはどれか？,顧客や従業員の実際の行動を読み違える,自動的に施策が成功する,必ずコストが下がる,A,行動経済学の知識を無視すると、人がどう感じ、どのように選択しやすいかを理解できないまま制度や施策を設計することになり、実際の顧客や従業員の行動を読み違えてしまいます。その結果、施策が“机上の空論”に終わり、期待した行動変容にはつながりません。無視したからといって施策が自動的に成功することはなく、コストが下がる保証もありません。むしろ実態に合わない非効率な制度がそのまま続いてしまうおそれがあります。,TRUE
2867,リスク管理・危機対応,クレーム対応,クレーム対応後に必要な行動はどれか,対応内容を記録し再発防止策を検討する,対応したら終わりにする,担当者だけに任せる,A,クレーム対応の後は、対応した内容を記録し、原因を分析したうえで再発防止策を検討することが必要です。対応して終わりにしてしまうと、同じ原因によるクレームが繰り返され、根本的な改善が進みません。また、担当者だけに任せてしまうと、情報が組織内で共有されず、対応にばらつきが生じたり再発のリスクが高まったりします。記録と分析を組織全体で共有し、サービスや商品の改善につなげることが重要です。,TRUE
2868,サステナビリティ・ESG,SDGs,SDGsの理解を深めるために必要な行動はどれか,自分に関係ないと考える,表面的にキーワードだけ覚える,17目標の内容と背景を学ぶ,C,SDGsの理解を深めるためには、17の目標それぞれの内容や、それらが策定された背景・課題を学ぶことが必要です。そうすることで、自社の事業や日常業務との関連性を具体的に考えられるようになります。自分に関係ないと考えてしまうと、取り組みが形だけのものになり、事業機会やリスクの把握を逃してしまいますし、表面的にキーワードだけを覚えても、実際の行動や意思決定に活かすことは難しく、形骸化しやすくなります。,TRUE
2869,社会保険,退職時の手続き,退職時に必要な手続きはどれか？,健康保険の切替や年金の手続き,旅行の予約,会社の株価確認,A,退職時には、健康保険の切替や年金の種別変更といった手続きが必要になります。旅行の予約や会社の株価確認は退職手続きとは関係がなく、退職後に速やかに行うべき対応とは言えません。,TRUE
2870,プロジェクト管理,WBS,WBS作成時に必要な行動はどれか,大まかにまとめるだけにする,担当者に丸投げする,作業を分解し抜け漏れを防ぐ,C,WBS作成時には、作業を細かく分解し、抜け漏れや重複を防ぐことが基本となります。作業を分解することで担当者や期限を明確にできます。大まかにまとめるだけでは必要な作業が漏れやすく、後になって想定外の作業が発生する原因になりますし、担当者に丸投げしてしまうと、作業範囲や責任の所在があいまいになり、進捗管理が難しくなります。,TRUE
2871,読解力・思考力,クリティカルシンキング,次の判断の問題点として最も妥当なのはどれか：「一度成功した方法だから今回も成功する。」,状況の違いを無視している,成功経験が多い,情報が多い,A,過去に成功した方法でも、市場環境や条件、関係者などの前提が変われば同じ結果になるとは限らず、状況の違いを無視して判断するのは危険です。成功経験が多いことや、手元の情報量が多いこと自体は、今回の状況にその方法が当てはまる根拠にはなりません。重要なのは、過去との共通点と相違点を整理したうえで、今回の状況に合わせて再検討することです。,TRUE
2872,労務・雇用,多様な働き方,多様な働き方を導入する目的として適切なものはどれか？,従業員の事情に配慮しつつ生産性を高める,管理を放棄するため,一部の人だけを優遇するため,A,多様な働き方を導入する目的は、育児・介護・通院など従業員それぞれの事情に配慮しながら、働きやすさと生産性を両立させることにあります。多様な働き方は管理を放棄するものではなく、むしろ新しいルールや運用の整備が必要になりますし、一部の人だけを不公平に優遇することは組織の信頼を損なう原因になるため、目的として適切ではありません。,TRUE
2873,リスク管理・危機対応,内部統制,内部統制を軽視した場合のリスクはどれか？,不正・誤謬・不祥事が発生しやすくなる,自動的に効率が上がる,従業員満足が必ず向上する,A,内部統制を軽視すると、チェックやルールが弱くなり、横領・粉飾・情報漏えいといった不正やミスが起こりやすくなります。内部統制を弱めても効率が自動的に上がるとは限らず、むしろトラブル対応によってかえって非効率になりますし、不正が起こりやすい環境で従業員満足が向上することも期待できません。,TRUE
2874,プロジェクト管理,進捗管理,進捗報告で必要な行動はどれか,良い情報だけ伝える,事実を正確に伝える,遅れを隠す,B,進捗報告では、良い情報も悪い情報も含めて事実を正確に伝えることが必要です。そうすることで、上司やチームが状況を正しく把握し、適切な支援や軌道修正を行うことができます。良い情報だけを伝えると問題が隠れたまま進み、対応が手遅れになる恐れがありますし、遅れを隠すと信頼を失うだけでなく、発覚したときには被害や手戻りがさらに大きくなってしまいます。,TRUE
2875,社会保険,雇用保険,雇用保険の給付として正しいものはどれか？,失業給付,旅行補助,趣味補助,A,雇用保険の代表的な給付は、離職して求職活動を行う人に支給される失業給付（基本手当）です。雇用保険にはこのほかにも、育児休業や介護休業、教育訓練の受講を支援する給付など複数の制度があります。旅行補助や趣味補助のような給付は雇用保険には含まれません。,TRUE
2876,勤怠管理,労働時間の基本,労働時間として正しいものはどれか？,会社にいる時間すべて,実際に労働した時間,通勤中のスマホ時間,B,労働時間とは、実際に労働に従事した時間を指します。会社にいるだけで実際に業務を行っていない時間は労働時間には含まれませんし、通勤中の私的なスマホ利用も業務ではないため労働時間にはあたりません。なお、休憩時間や移動時間についても、使用者の指揮命令下にあるかどうかによって労働時間にあたるかが判断されます。,TRUE
2877,心理・行動,認知バイアス,認知バイアスの説明として最も適切なものはどれか？,常に正しい判断ができること,法律で決められたルールのこと,無意識の思い込みにより判断が偏ること,C,認知バイアスとは、過去の経験や感情などから生じる無意識の思い込みによって、情報の見方や判断が偏ってしまうことを指します。人は常に正しい判断ができるわけではなく、様々なバイアスの影響を受けますし、認知バイアスは法律で定められたルールとも関係ありません。代表的なものに、自分に都合の良い情報ばかり集めてしまう確証バイアスなどがあります。,TRUE
2878,心理・行動,心理的安全性,心理的安全性のある場をつくる行動はどれか？,質問や相談を歓迎する,質問を禁止する,失敗を隠す文化をつくる,A,心理的安全性のある場をつくるには、質問や相談を歓迎することが重要です。そうすることで、メンバーは安心して発言できるようになります。逆に質問を禁止すると、メンバーは萎縮し発言や相談を控えるようになりますし、失敗を隠す文化をつくってしまうと、問題の早期発見が遅れ、不正や事故の温床になります。心理的安全性が高い職場では率直な意見交換が促進され、結果として生産性の向上にもつながりやすくなります。,TRUE
2879,税金・年末調整,基礎控除・配偶者控除,基礎控除・配偶者控除を理解しない場合のリスクはどれか？,本来受けられる控除を逃す,税金が免除される,会社が自動で最適化してくれる,A,基礎控除や配偶者控除の仕組みを理解していないと、本来受けられるはずの控除を申告し忘れ、税負担が必要以上に大きくなってしまうことがあります。理解不足によって税金が免除されることはありませんし、会社が自動的に最適な控除を選んでくれるわけでもなく、扶養家族の状況などは自分で正しく申告する必要があります。基礎控除や配偶者控除の内容を把握しておくことは、年末調整を正しく行ううえで重要です。,TRUE
2880,コミュニケーション・ビジネススキル,質問力,相手の考えを深めたいときに適切な質問はどれか,「結局どうしたいの？」と詰める,「その背景には何がありますか？」と丁寧に聞く,「早く答えて」と急かす,B,相手の考えを深めたいときは、「その背景には何がありますか？」のように背景を丁寧に聞く質問が適切です。こうした質問は相手の思考を整理しやすくし、深い対話につながります。「結局どうしたいの？」と詰めるような聞き方は相手を萎縮させ本音を引き出しにくくなりますし、「早く答えて」と急かすと相手は十分に考えられず、質の低い回答につながってしまいます。相手自身に気づきを促すような聞き方を心がけることが大切です。,TRUE
2881,業務改善・品質管理,PDCA,PDCAサイクルの「P」に該当する活動はどれか？,実施結果を評価する,改善策を標準化して定着させる,計画を立て目標や手順を決める,C,PDCAサイクルとは、Plan（計画）、Do（実行）、Check（評価）、Act（改善）の四つの段階を順に進め、それを繰り返すことで業務やプロセスを継続的に向上させるための管理手法です。まず「Plan」では、改善したい課題を明確にし、目標値や達成基準、実施手順を事前に設定します。次に「Do」で、その計画に沿って実際の業務や改善活動を行います。続く「Check」では、実行した結果を測定・分析し、計画どおりに進んだか、目標が達成されたかを確認します。そして「Act」で、評価結果を踏まえて改善策を検討し、必要な修正を加えて標準化し、次のサイクルへとつなげます。この流れを継続的に繰り返すことで、組織や業務の質を段階的に高めていくことができます。,TRUE
2882,法務・コンプライアンス,著作権,著作権侵害を疑う場面で必要な行動はどれか,そのまま公開する,法務に相談し対応を確認する,相手のせいにする,B,著作権侵害の可能性がある場合は、自己判断で公開を続けるのではなく、法務など専門部署に相談し、対応方針を確認することが重要です。そのまま公開してしまうと、権利侵害が確定した場合に損害賠償や公開停止などの重大なリスクを負うことになりますし、相手のせいにしても問題は解決せず、社内での信頼低下にもつながります。,TRUE
